Frame_No,LH_Hand_X,LH_Hand_Y,LH_Hand_Z,LH_Elbow_X,LH_Elbow_Y,LH_Elbow_Z,LH_Shoulder_X,LH_Shoulder_Y,LH_Shoulder_Z,RH_Hand_X,RH_Hand_Y,RH_Hand_Z,RH_Elbow_X,RH_Elbow_Y,RH_Elbow_Z,RH_Shoulder_X,RH_Shoulder_Y,RH_Shoulder_Z,Torso_X,Torso_Y,Torso_Z
609,       602,       619,      821,      711,      473,      1090,      793,      396,      1258,      1101,      592,      795,      1092,      444,      1029,      1041,      390,      1244,      900,      547,      1295,      
610,       573,       628,      818,      706,      474,      1091,      792,      396,      1258,      1113,      582,      798,      1108,      444,      1023,      1042,      391,      1243,      900,      547,      1294,      
611,       547,       633,      821,      698,      476,      1092,      790,      396,      1258,      1152,      606,      788,      1110,      443,      1024,      1043,      393,      1241,      900,      548,      1294,      
612,       523,       635,      823,      687,      480,      1091,      789,      397,      1259,      1137,      574,      802,      1123,      454,      1026,      1044,      394,      1240,      901,      548,      1294,      
613,       499,       640,      826,      676,      484,      1093,      788,      397,      1259,      1173,      588,      798,      1130,      455,      1025,      1046,      396,      1240,      901,      549,      1294,      
614,       499,       640,      826,      676,      484,      1093,      788,      397,      1259,      1173,      588,      798,      1130,      455,      1025,      1046,      396,      1240,      901,      549,      1294,      
615,       477,       634,      838,      663,      487,      1096,      786,      397,      1261,      1243,      611,      802,      1137,      452,      1029,      1047,      398,      1239,      901,      549,      1294,      
616,       477,       634,      838,      663,      487,      1096,      786,      397,      1261,      1243,      611,      802,      1137,      452,      1029,      1047,      398,      1239,      901,      549,      1294,      
617,       465,       630,      844,      657,      488,      1098,      785,      397,      1261,      1259,      600,      817,      1137,      447,      1036,      1049,      399,      1239,      902,      549,      1294,      
618,       435,       626,      850,      647,      490,      1101,      783,      397,      1262,      1307,      624,      826,      1157,      399,      1056,      1049,      399,      1239,      902,      549,      1293,      
619,       435,       626,      850,      647,      490,      1101,      783,      397,      1262,      1307,      624,      826,      1157,      399,      1056,      1049,      399,      1239,      902,      549,      1293,      
620,       422,       627,      854,      642,      490,      1100,      783,      397,      1262,      1320,      625,      829,      1158,      402,      1057,      1050,      399,      1239,      902,      549,      1292,      
621,       415,       628,      859,      638,      490,      1100,      782,      397,      1262,      1330,      625,      838,      1161,      408,      1059,      1050,      399,      1239,      902,      549,      1291,      
622,       407,       631,      859,      635,      490,      1100,      781,      397,      1262,      1340,      628,      839,      1164,      411,      1062,      1051,      399,      1239,      902,      548,      1289,      
623,       404,       631,      858,      632,      490,      1099,      781,      397,      1262,      1347,      629,      842,      1167,      414,      1064,      1051,      399,      1239,      902,      548,      1289,      
624,       397,       636,      860,      630,      490,      1099,      780,      397,      1262,      1355,      632,      842,      1169,      414,      1066,      1051,      399,      1239,      901,      548,      1288,      
625,       392,       641,      857,      628,      490,      1098,      780,      397,      1262,      1358,      632,      842,      1170,      417,      1067,      1052,      399,      1239,      901,      548,      1287,      
626,       392,       641,      857,      628,      490,      1098,      780,      397,      1262,      1358,      632,      842,      1170,      417,      1067,      1052,      399,      1239,      901,      548,      1287,      
627,       384,       646,      852,      627,      490,      1097,      779,      397,      1261,      1355,      627,      840,      1167,      437,      1071,      1052,      399,      1239,      901,      547,      1286,      
628,       379,       649,      841,      623,      489,      1090,      778,      397,      1259,      1344,      614,      819,      1182,      512,      1120,      1052,      398,      1238,      900,      546,      1282,      
629,       380,       649,      836,      621,      488,      1086,      778,      396,      1258,      1346,      614,      819,      1182,      510,      1117,      1053,      398,      1237,      899,      545,      1281,      
630,       377,       650,      833,      619,      487,      1081,      777,      396,      1256,      1348,      615,      817,      1184,      508,      1115,      1053,      398,      1237,      899,      545,      1279,      
631,       375,       653,      829,      617,      487,      1076,      776,      395,      1254,      1350,      619,      814,      1185,      506,      1112,      1053,      398,      1236,      898,      544,      1276,      
632,       375,       653,      829,      617,      487,      1076,      776,      395,      1254,      1350,      619,      814,      1185,      506,      1112,      1053,      398,      1236,      898,      544,      1276,      
633,       369,       654,      827,      616,      486,      1071,      775,      394,      1251,      1351,      620,      812,      1186,      505,      1106,      1054,      397,      1234,      898,      543,      1273,      
634,       363,       659,      820,      613,      486,      1066,      768,      389,      1227,      1352,      621,      808,      1187,      504,      1103,      1052,      395,      1228,      897,      542,      1264,      
635,       362,       660,      818,      610,      486,      1060,      765,      388,      1221,      1352,      622,      804,      1188,      503,      1099,      1050,      394,      1223,      895,      541,      1258,      
636,       359,       664,      814,      608,      485,      1055,      764,      387,      1216,      1356,      628,      806,      1189,      504,      1096,      1049,      392,      1218,      894,      540,      1252,      
637,       363,       662,      811,      606,      485,      1050,      762,      384,      1210,      1358,      633,      802,      1190,      504,      1091,      1048,      390,      1213,      892,      539,      1247,      
638,       350,       669,      804,      600,      485,      1040,      759,      382,      1203,      1361,      638,      800,      1192,      505,      1082,      1047,      388,      1207,      890,      537,      1240,      
639,       348,       669,      803,      597,      485,      1035,      756,      380,      1195,      1362,      639,      794,      1191,      506,      1078,      1046,      387,      1200,      888,      535,      1233,      
640,       344,       671,      796,      593,      484,      1025,      756,      380,      1195,      1364,      639,      787,      1192,      505,      1071,      1048,      387,      1201,      887,      534,      1230,      
641,       343,       671,      785,      590,      483,      1019,      749,      375,      1177,      1367,      640,      781,      1193,      504,      1061,      1045,      382,      1185,      884,      531,      1215,      
642,       343,       671,      785,      590,      483,      1019,      749,      375,      1177,      1367,      640,      781,      1193,      504,      1061,      1045,      382,      1185,      884,      531,      1215,      
643,       339,       671,      769,      578,      481,      995,      742,      369,      1156,      1371,      636,      763,      1187,      500,      1047,      1042,      376,      1166,      877,      528,      1196,      
644,       335,       681,      741,      566,      478,      972,      733,      362,      1133,      1375,      629,      742,      1186,      494,      1029,      1040,      370,      1145,      871,      523,      1171,      
645,       335,       681,      741,      566,      478,      972,      733,      362,      1133,      1375,      629,      742,      1186,      494,      1029,      1040,      370,      1145,      871,      523,      1171,      
646,       331,       670,      733,      560,      479,      961,      733,      362,      1133,      1381,      627,      732,      1186,      487,      1014,      1040,      370,      1144,      869,      521,      1162,      
647,       337,       647,      720,      555,      478,      952,      726,      356,      1111,      1395,      637,      708,      1186,      483,      1007,      1039,      362,      1121,      867,      519,      1150,      
648,       345,       636,      705,      549,      478,      940,      722,      352,      1099,      1399,      604,      665,      1190,      475,      978,      1040,      358,      1108,      865,      516,      1137,      
649,       347,       581,      701,      545,      479,      932,      719,      348,      1088,      1387,      525,      649,      1188,      469,      968,      1042,      353,      1094,      864,      514,      1125,      
650,       344,       572,      691,      544,      479,      926,      716,      343,      1077,      1380,      456,      683,      1190,      463,      949,      1045,      348,      1080,      863,      510,      1111,      
651,       344,       572,      684,      541,      480,      915,      714,      338,      1064,      1389,      441,      664,      1199,      457,      928,      1049,      341,      1065,      864,      507,      1099,      
652,       342,       576,      676,      539,      479,      904,      714,      338,      1065,      1396,      431,      643,      1204,      454,      918,      1049,      341,      1065,      864,      506,      1096,      
653,       337,       583,      661,      537,      480,      892,      712,      325,      1031,      1407,      420,      621,      1214,      443,      890,      1060,      324,      1020,      869,      499,      1067,      
654,       324,       605,      656,      535,      483,      879,      712,      322,      1021,      1429,      409,      594,      1227,      433,      862,      1063,      321,      1011,      871,      496,      1055,      
655,       312,       620,      651,      533,      486,      866,      713,      316,      1004,      1452,      393,      565,      1236,      425,      842,      1070,      311,      988,      877,      494,      1036,      
656,       305,       630,      638,      530,      491,      853,      714,      312,      988,      1487,      381,      535,      1256,      412,      808,      1078,      302,      966,      882,      491,      1017,      
657,       313,       647,      631,      527,      494,      840,      716,      306,      970,      1525,      342,      517,      1269,      405,      790,      1088,      297,      940,      891,      489,      995,      
658,       311,       667,      619,      525,      496,      825,      723,      301,      945,      1463,      327,      525,      1295,      390,      754,      1096,      293,      912,      902,      488,      971,      
659,       305,       692,      617,      525,      494,      807,      730,      296,      923,      1488,      324,      519,      1312,      379,      733,      1108,      287,      880,      915,      486,      944,      
660,       307,       690,      606,      528,      489,      792,      741,      290,      894,      1517,      304,      518,      1348,      359,      689,      1126,      283,      846,      930,      483,      916,      
661,       306,       699,      612,      536,      478,      773,      760,      285,      863,      1501,      239,      520,      1381,      348,      658,      1151,      273,      807,      950,      478,      880,      
662,       304,       689,      630,      548,      467,      754,      786,      270,      830,      1414,      -219,      424,      1403,      349,      641,      1169,      238,      777,      970,      465,      852,      
663,       304,       689,      630,      548,      467,      754,      786,      270,      830,      1414,      -219,      424,      1403,      349,      641,      1169,      238,      777,      970,      465,      852,      
664,       307,       688,      630,      567,      450,      736,      804,      258,      801,      1222,      -114,      494,      1466,      320,      608,      1191,      226,      741,      974,      466,      849,      
665,       307,       688,      630,      567,      450,      736,      804,      258,      801,      1222,      -114,      494,      1466,      320,      608,      1191,      226,      741,      974,      466,      849,      
666,       313,       677,      573,      548,      406,      658,      840,      237,      712,      944,      378,      611,      1527,      18,      585,      1291,      290,      603,      953,      537,      723,      
667,       317,       665,      554,      543,      400,      635,      832,      222,      687,      982,      402,      577,      1459,      -65,      597,      1242,      192,      598,      923,      432,      722,      
668,       137,       829,      504,      509,      425,      607,      722,      194,      685,      1066,      415,      539,      1331,      -84,      607,      1114,      168,      608,      843,      421,      727,      
669,       -2147483648,       -2147483648,      327,      251,      161,      497,      619,      482,      653,      1758,      54,      446,      1252,      220,      578,      1019,      497,      578,      746,      696,      693,      
670,       1278,       -21,      514,      664,      135,      571,      619,      485,      649,      1371,      -141,      520,      1008,      68,      562,      1022,      501,      574,      747,      704,      689,      
671,       1184,       -18,      517,      667,      129,      568,      628,      487,      637,      1178,      -34,      523,      724,      236,      585,      1041,      504,      563,      758,      714,      678,      
672,       1017,       -36,      523,      672,      163,      556,      633,      528,      621,      932,      -40,      553,      724,      266,      579,      1061,      552,      547,      766,      746,      665,      
673,       999,       -170,      581,      674,      165,      552,      634,      532,      618,      896,      -41,      559,      725,      271,      577,      1063,      556,      545,      769,      753,      661,      
